"caption","commentsCount","likesCount","hashtags.0","hashtags.1","hashtags.2","hashtags.3","hashtags.4","hashtags.5","hashtags.6","hashtags.7","hashtags.8","hashtags.9","hashtags.10","hashtags.11","ownerUsername","timestamp","type","kalenderwoche"
"Laut der Macquarie University in Sydney hat der Cythridpilz bereits dazu geführt, dass sechs Froscharten in Australien in freier Wildbahn nicht mehr aufzufinden sind. Der Pilz greift die Haut etwa von Gold-Laubfröschen an, die dadurch oft sterben. Besonders im australischen Winter floriert der Pilz und dezimiert die Frösche. Dagegen soll eine Frosch-Sauna helfen. #sydney #frösche #tierschutz #nachrichten #tagesschau",64,14510,"sydney","frösche","tierschutz","nachrichten","tagesschau","","","","","","","","tagesschau",2024-09-01 09:50:32,"Video",35
"Wer Ministerpräsident:in werden kann. #tagesschau #nachrichten #landtagswahlen",365,13890,"tagesschau","nachrichten","landtagswahlen","","","","","","","","","","tagesschau",2024-09-01 18:29:15,"Video",35
"+++ Hochrechnung 21:54 Uhr +++

CDU: 31,8 %
AfD: 30,8 % 
Linke: 4,5 %
Grüne: 5,2 %
SPD: 7,3 %
BSW: 11,9 %
Andere: 8,5 %

Quelle: infratest dimap

Bei der Landtagswahl in Sachsen gibt es ein Kopf-an-Kopf-Rennen zwischen CDU und AfD. Laut Prognose von infratest dimap ist die CDU mit 31,5 Prozent der Stimmen knapp stärkste Kraft. Die AfD liegt mit 30,0 Prozent direkt dahinter.

Die CDU holt damit erneut ein vergleichsweise schlechtes Ergebnis in Sachsen. Bereits die Landtagswahl 2019 brachte mit 32,1 Prozent das bis dahin schlechteste Ergebnis für die Christdemokraten seit 1990. Die Partei stellt seit der Wiedervereinigung den Ministerpräsidenten in Sachsen.

CDU-Spitzenkandidat Michael Kretschmer ist seit 2017 sächsischer Regierungschef. Er regierte bis 2019 gemeinsam mit der SPD und seit 2019 mit SPD und Grünen. 55 Prozent der sächsischen Wähler:innen waren vor der Wahl zufrieden mit Kretschmer – 2019 waren es kurz vor der Wahl jedoch noch 71 Prozent.

#landtagswahl #wahl #sachsen #prognose #tagesschau",2406,77760,"landtagswahl","wahl","sachsen","prognose","tagesschau","","","","","","","","tagesschau",2024-09-01 16:03:23,"Sidecar",35
"Tausende Potterheads haben sich am Sonntag in Hamburg getroffen. Denn: In J. K. Rowlings „Harry Potter“-Universum startet jedes Jahr am 1. September das neue Schuljahr junger Zauberer und Hexen in Hogwarts. 

Das große Fantreffen „Back to Hogwarts“ besuchen Fans aus Deutschland, aber auch aus dem Ausland. Stargast war Schauspielerin Evanna Lynch, die in den Harry-Potter-Filmen die Luna Lovegood verkörpert hatte. Weitere Gäste waren etwa die Crew des Theaterstücks „Harry Potter und das verwunschene Kind“ sowie Hörbuch-Sprecher Rufus Beck. 

#harrypotter #hamburg #nachrichten #tagesschau",1325,140367,"harrypotter","hamburg","nachrichten","tagesschau","","","","","","","","","tagesschau",2024-09-01 14:00:31,"Sidecar",35
"US-Rapper Fatman Scoop ist nach einem Zusammenbruch während eines Konzerts mit nur 53 Jahren gestorben. „Mit tiefer Trauer und sehr schwerem Herzen teilen wir die Nachricht vom Tod des legendären und ikonischen Fatman Scoop mit“, hieß es in einer Mitteilung der Familie des Mannes, der gebürtig Isaac Freeman hieß.

„Er war das Lachen in unserem Leben, eine ständige Quelle der Unterstützung, unerschütterliche Stärke und Mut“, hieß es in der Stellungnahme der Familie weiter. „Fatman Scoop war nicht nur ein Weltklasse-Performer, er war Vater, Bruder, Onkel und Freund.“ Der Musiker war Medienberichten zufolge bei einem Konzert im US-Bundesstaat Connecticut zusammengebrochen. Die genauen Hintergründe des Vorfalls blieben zunächst unklar.

Fatman Scoop galt als prägende Figur in der New Yorker Hip-Hop-Szene der 1990er Jahre. Er machte sich durch seine Beteiligung an bekannten Tracks wie Missy Elliotts Grammy-ausgezeichnetem „Lose Control“ und Mariah Careys „It’s Like That“ einen Namen. Sein Song „Be Faithful“ erreichte Spitzenplatzierungen in den Charts in Großbritannien und Irland. In den vergangenen Jahren trat Fatman Scoop immer wieder in TV-Shows auf.

#tagesschau #fatmanscoop #rip #rapper #usa",544,66325,"tagesschau","fatmanscoop","rip","rapper","usa","","","","","","","","tagesschau",2024-09-01 07:24:35,"Image",35
"Es ist ein Denkzettel der Unzufriedenen. Mehr als 40 Prozent in beiden Ländern gaben ihre Stimme der AfD und dem BSW, die fast alles infrage stellen, was die sogenannten Etablierten bisher im Angebot haben. Die in Berlin Regierenden werden abgestraft, die Ampel-Parteien SPD, Grüne und FDP, aber auch die Linke. 

AfD und BSW gemeinsam ist das Selbstverständnis als „Gegen-die-da-oben-Parteien“. Sie feuerten scharfe Breitseiten gegen die Regierenden, insbesondere gegen die Ampel in Berlin. Sowohl AfD als auch BSW sprechen ihnen fast jede Eignung zur Problemlösung ab. Sie malen den Zustand des Landes in den düstersten Farben und bieten sich selbst als Retter an. „Unser Land ist in keiner guten Verfassung“, hieß es schon im BSW-Gründungsmanifest. 

Das Vertrauen in die herkömmlichen Parteien und in das Funktionieren der Demokratie schwindet in beiden Bundesländern. In der zu Jahresbeginn vorgestellten Umfrage Sachsen-Monitor sagten 81 Prozent der Teilnehmer:innen, dass die meisten Politiker:innen nur die Stimmen der Wähler:innen haben wollen. In einer ähnlichen Umfrage in Thüringen, dem Thüringen-Monitor, gaben nur 45 Prozent der Befragten an, mit der Praxis der Demokratie zufrieden zu sein – obwohl die Staatsform der Demokratie grundsätzlich von 88 Prozent befürwortet wird. 

Beide Parteien haben große Erwartungen geweckt, dass sie einen „Neuanfang“ anstoßen. Höcke beharrte bis zum Schluss darauf, dass er Ministerpräsident werde und bald alles ganz anders laufe. Doch ohne Partner bleibt der AfD nur die Opposition. 

#Wahl #Thüringen #Sachsen #tagesschau #Nachrichten",1847,79349,"Wahl","Thüringen","Sachsen","tagesschau","Nachrichten","","","","","","","","tagesschau",2024-09-01 18:15:31,"Sidecar",35
"ARD-Wahlexperte Jörg Schönenborn im Gespräch mit Amelie Marie Weber zu den aktuellen Hochrechnungen in Thüringen und Sachsen. #thüringen #sachsen #landtagswahl #tagesschau",307,8420,"thüringen","sachsen","landtagswahl","tagesschau","","","","","","","","","tagesschau",2024-09-01 18:57:13,"Video",35
"Bei den Landtagswahlen in Sachsen und Thüringen ist die AfD besonders beliebt bei jüngeren Wähler:innen. In der Altersgruppe der 18- bis 24-Jährigen kommt die Partei in Thüringen auf 38 Prozent, in Sachsen sind es 30 Prozent. In Thüringen kommt an zweiter Stelle die Linke von Ministerpräsident Bodo Ramelow mit 16 Prozent. Darauf folgen CDU (13 Prozent) und das BSW (zwölf Prozent). 

In Sachsen ist die CDU hingegen mit 17 Prozent die zweitstärkste Kraft bei den 18- bis 24-Jährigen. Auffällig ist, dass in dieser Altersgruppe auf Platz drei „Andere“ (16 Prozent) folgen. Auf den hinteren Rängen landen in beiden Bundesländern die Grünen und die SPD.
 
Bei den Stimmanteilen nach den Altersgruppen „Unter 60 Jahre“ und „60 und älter“ sind weitere Gemeinsamkeiten und Unterschiede auszumachen. In Sachsen und Thüringen liegt bei den Bürger:innen unter 60 Jahren die AfD vorne, bei den Über-60-Jährigen ist jeweils die CDU am beliebtesten. In Sachsen erreichen die Christdemokraten jedoch deutlich bessere Werte in der Altersgruppe 60 Jahre und älter: Hier kommt die Partei von Ministerpräsident Michael Kretschmer auf einen Stimmanteil von 41 Prozent, in Thüringen sind es lediglich 29 Prozent. 
 
Im Vergleich zu Sachsen kommt die Thüringer Linke in beiden Altersgruppen auf deutlich bessere Werte. Die Partei steht hier noch bei elf Prozent (unter 60 Jahre) und 16 Prozent (60 und älter). In Sachsen fallen die Werte deutlich schwächer aus: fünf Prozent (unter 60 Jahre) und zwei Prozent (60 und älter).
 
#landtagswahlen #sachsen #thueringen #alter #tagesschau #nachrichten",4415,119474,"landtagswahlen","sachsen","thueringen","alter","tagesschau","nachrichten","","","","","","","tagesschau",2024-09-01 19:05:21,"Sidecar",35
"Die israelische Armee hat die Leichen von sechs Geiseln im Gazastreifen geborgen. Das gab das Militär am frühen Morgen bekannt. „Nach unserer ersten Einschätzung wurden sie von Hamas-Terroristen brutal ermordet, kurz bevor wir sie erreichten“, sagte der israelische Armeesprecher Hagari. Die Geiseln waren am 7. Oktober während des brutalen Überfalls der Terrororganisation Hamas auf Israel verschleppt worden. 

Israels Premierminister Netanyahu sagte, Israel werde nicht ruhen, bis die Verantwortlichen für die Ermordung von sechs Geiseln gefasst seien, deren Leichen aus der Gefangenschaft der Hamas im Gazastreifen geborgen wurden. Israel sei entschlossen, eine Einigung zu erzielen, um die verbleibenden Geiseln freizulassen und die Sicherheit Israels zu gewährleisten. Die Terrororganisation Hamas macht dagegen Israel für den Tod von Geiseln verantwortlich. 

Im Zentrum des umkämpften Gazastreifens hat die Kampagne zur Impfung Hunderttausender Kinder gegen das Polio-Virus begonnen. Das bestätigte unter anderem die Weltgesundheitsorganisation (WHO). Die Massenimpfung werde von den lokalen Gesundheitsbehörden, dem UN-Kinderhilfswerk Unicef und dem UN-Palästinenserhilfswerk UNRWA durchgeführt, sagte eine WHO-Sprecherin. 

Die vom Iran unterstützte Terrormiliz Huthi hat erneut ein Handelsschiff im Golf von Aden beschossen. Das Containerschiff „Groton“ sei am Samstag getroffen worden, teilte ein Huthi-Sprecher mit. Das Schiff befand sich zum Zeitpunkt des Angriffs den Angaben zufolge 130 Seemeilen östlich der jemenitischen Hafenstadt Aden. Die britische Behörde für maritime Sicherheit erklärte unter Berufung auf den Kapitän des Schiffs, die Besatzung sei in Sicherheit und die „Groton“ fahre nun zu ihrem nächsten Hafen. 

#nahost #nachrichten #tagesschau",1333,16622,"nahost","nachrichten","tagesschau","","","","","","","","","","tagesschau",2024-09-01 08:33:08,"Image",35
"Fluggäste dürfen ab dem 1. September Flüssigkeiten wieder nur in Behältern bis 100 Milliliter mit sich führen und müssen diese in einer durchsichtigen Plastiktasche mit einem Volumen von maximal einem Liter verpacken. Diese Flüssigkeitsregel war an einigen deutschen Kontrollspuren ausgesetzt worden, wenn das Gepäck mit neuartigen Gepäckscannern mit der aus der Medizin bekannten Computer-Tomographie-Technik (CT) überprüft werden konnte. Nun hat die EU aber Zweifel an der Zuverlässigkeit der CT-Scanner. Deshalb sind größere Flaschen wieder verboten. 

Das Abgeben einer Organspenderklärung wird einfacher: Bis 30. September soll es möglich werden, dass Versicherte Erklärungen für oder gegen eine Organspende über Krankenkassen-Apps abgeben. Bereits seit März können Freiwillige Erklärungen zu ihrer Spendenbereitschaft von Organen und Gewebe über die Online-Funktion des Personalausweises im zentralen Online-Register eintragen. 

Im Bereich der Streamingdienste führt Disney+ ab September 2024 neue Regelungen ein. Ähnlich wie bei anderen Anbietern wird das unerlaubte Teilen von Abos, sogenanntes Account-Sharing, unter mehreren Personen unterbunden. Ein Disney+-Account darf ab dann nur noch in einem Haushalt verwendet werden. Es wird jedoch Möglichkeiten geben, Zusatz-Abos für andere Haushalte zu buchen. 

#tagesschau #september #regelungen #änderungen #deutschland",226,45271,"tagesschau","september","regelungen","änderungen","deutschland","","","","","","","","tagesschau",2024-09-01 11:00:05,"Image",35
"Von Null auf Hundert in weniger als einer Sekunde. Drag Racing ist ein Beschleunigungsrennen aus den USA, bei dem zwei Fahrzeuge auf einer geraden Strecke gegeneinander antreten. Die Strecke ist entweder eine 1⁄4 Meile (402,33 m) oder eine 1/8 Meile (201,17 m) lang.
#dragracing #hockenheimring #nachrichten #tagesschau",233,26725,"dragracing","hockenheimring","nachrichten","tagesschau","","","","","","","","","tagesschau",2024-09-01 15:17:25,"Video",35
"Im Streit um die Ernennung eines Rechtsvertreters der Nachrichtenplattform X hat ein Bundesrichter in Brasilien die Sperrung des Onlinedienstes angeordnet. 

Die Nationale Telekommunikationsbehörde solle die Stilllegung von X in dem südamerikanischen Land innerhalb von 24 Stunden umsetzen, ordnete Richter Alexandre de Moraes vom Obersten Bundesgericht an. Am Samstagmorgen sei die Sperre in Kraft getreten. Zudem müssen Unternehmen wie Google und Apple in den kommenden fünf Tagen die X-App aus ihren Online-Shops entfernen. 

Moraes traf die Entscheidung, nachdem die Nachrichtenplattform seiner Aufforderung nicht nachgekommen war, einen gesetzlichen Vertreter in Brasilien zu ernennen. X hatte sein Büro Mitte des Monats mit der Begründung geschlossen, es befürchte die Festnahme der damaligen Repräsentantin. 

Zuvor hatte der Oberste Gerichtshof von X die Sperrung von Konten rechtsgerichteter Aktivist:innen verlangt, die Verschwörungserzählungen und Falschinformationen verbreiteten. Die Nachrichtenplattform kam der Aufforderung nicht nach und zahlte auch die verhängte Geldstrafe nicht. 

X-Eigentümer Elon Musk hatte in den vergangenen Tagen immer wieder gegen Moraes gewettert und ihm Zensur vorgeworfen. „Alexandre de Moraes ist ein böser Diktator, der sich als Richter verkleidet“, schrieb er auf X. Musk versteht sich als Verteidiger der freien Rede. Allerdings wurde sein Netzwerk zuletzt in Brasilien auch zur Mobilisierung für demokratiefeindliche Aktionen genutzt. Sogenannte digitale Milizen aus dem Umfeld des rechten Ex-Präsidenten Jair Bolsonaro verbreiten in den sozialen Netzwerken Fake News und Hassreden. 

#tagesschau #x #elonmusk #brasilien #sperre",829,50943,"tagesschau","x","elonmusk","brasilien","sperre","","","","","","","","tagesschau",2024-08-31 08:15:07,"Image",35
"Bundesverkehrsminister Volker Wissing erhöht den Druck auf die Deutsche Bahn und will schnelle Verbesserungen für pünktlichere und besser ausgelastete Züge. Der FDP-Politiker forderte den bundeseigenen Konzern zu einem Sanierungskonzept auf und legte einen Forderungskatalog vor. Ein Sanierungsprogramm der Deutschen Bahn solle bis zum Jahr 2027 kontinuierlich Verbesserungen bringen. Die Bahn solle wirtschaftlicher arbeiten. Sparten wie der Güter- und Fernverkehr schreiben rote Zahlen. 

Die Pünktlichkeit sei sehr schlecht, die Zuverlässigkeit der Bahn nicht zufriedenstellend, sagte Wissing. Dazu kommt, dass die Bahn in eine finanzielle Schieflage geraten ist. Allein im ersten Halbjahr hat der bundeseigene Konzern einen Verlust von 1,2 Milliarden Euro eingefahren und trägt Schulden von rund 33 Milliarden Euro mit sich herum. Hinzu kommt die miese betriebliche Situation, unter der vor allem die Fahrgäste, aber auch die Beschäftigten leiden. 

Der Aufsichtsrat der Bahn werde ein Konzept in seiner nächsten Sitzung beraten und seiner Erwartung nach beschließen. Er erwarte alle drei Monate einen Bericht, ob Ziele erreicht werden. „Wir wollen ein Sanierungsprogramm haben, das bis zum Jahr 2027 läuft und kontinuierlich Verbesserungen bringt“, sagte Wissing. 

#wissing #deutschebahn #db #tagesschau",775,42974,"wissing","deutschebahn","db","tagesschau","","","","","","","","","tagesschau",2024-09-03 17:45:10,"Sidecar",36
"NATO-Generalsekretär Jens Stoltenberg hat den Vorstoß der ukrainischen Streitkräfte in die russische Region Kursk als legitim bezeichnet. Die Ukraine habe das Recht, sich zu verteidigen, sagte er der „Welt am Sonntag“. Mit Blick auf Vorwürfe seitens der Regierung in Moskau, der Westen sei zuvor über den Angriff auf russisches Gebiet am 6. August informiert worden, betonte der NATO-Chef: „Die Ukraine hat ihre Planung für Kursk nicht vorher mit der NATO abgesprochen, und die NATO spielte dabei keine Rolle.“ Es sei die Entscheidung der Ukraine, wie sie sich verteidige. Präsident Wolodymyr Selenskyj habe deutlich gemacht, dass die Kursk-Operation dazu diene, eine Pufferzone zu errichten, um Russland von weiteren Angriffen über die Grenze abzuhalten. 

In der südlich von Kursk gelegenen russischen Stadt Belgorod sind nach Angaben örtlicher Behörden bei einem ukrainischen Angriff fünf Menschen getötet worden. 46 Menschen seien verletzt worden, teilte Wjatscheslaw Gladkow, der Gouverneur der gleichnamigen Oblast, mit. 

Auf der anderen Seite der Grenze ist nach einem russischen Luftangriff auf die ukrainische Stadt Charkiw die Zahl der Opfer deutlich gestiegen. Militärgouverneur Oleh Synjehubow zufolge wurden mindestens 97 Verletzte gezählt. Sieben Menschen kamen ums Leben. Gelenkte Fliegerbomben trafen den Angaben zufolge unter anderem ein zwölfstöckiges Wohnhaus. Zuvor war von sechs Toten und deutlich weniger Verletzten die Rede gewesen. 

Angaben zu Kriegsverlauf, Beschuss und Opfern durch offizielle Stellen der russischen und der ukrainischen Konfliktparteien können in der aktuellen Lage nicht unmittelbar von unabhängiger Stelle überprüft werden. 

#ukraine #nato #stoltenberg #russland #kursk #tagesschau #nachrichten",1599,66065,"ukraine","nato","stoltenberg","russland","kursk","tagesschau","nachrichten","","","","","","tagesschau",2024-08-31 10:06:05,"Sidecar",35
"Inwiefern kann man sich die Rechte an „demure“ sichern?
#demure #tagesschau #nachrichten",570,34556,"demure","tagesschau","nachrichten","","","","","","","","","","tagesschau",2024-08-31 11:54:06,"Video",35
"Am Montag endet die Frist zur Abgabe der Steuererklärung. Nicht alle Erwerbstätigen sind zu der Abgabe verpflichtet. Falls doch, sollte man die Frist besser einhalten. Wer es versäumt, seine Steuererklärung rechtzeitig abzugeben, dem droht ein Verspätungszuschlag. 

Die Finanzämter wünschen sich in der Regel, dass die Einkommenssteuererklärung elektronisch über das Portal ELSTER (ELektronische STEuerERklärung) abgegeben wird. Elektronisch abgegebene Steuererklärungen werden meist schneller bearbeitet. 

Laut einer Umfrage des Branchenverbands Bitkom sagten 58 Prozent derjenigen, die überhaupt schon einmal eine Steuererklärung gemacht haben, sie hätten diese auf digitalem Wege übermittelt. Bitkom-Hauptgeschäftsführer Bernhard Rohleder nannte die elektronische Steuererklärung „ein echtes Erfolgsmodell“. Sie zeige, „dass die deutsche Verwaltung Digitalisierung kann“. „ELSTER“ sei eine Blaupause für die Digitalisierung von Verwaltungsleistungen. Der Anteil der Steuerpflichtigen, die das Papierformular nutzen, geht laut Umfrage zurück: 25 Prozent der Befragten sagten, sie hätten ihre letzte Steuererklärung noch auf Papier abgegeben - 2022 lag dieser Anteil noch bei 30 Prozent. 

In begründeten Einzelfällen kann die Steuererklärung auch nach dem 2. September noch abgegeben werden. Das könnte beispielweise der Fall bei einer Erkrankung sein. Wer um eine Fristverlängerung bitten möchte, sollte dies bevorzugt schriftlich tun. Abhängig von den Gründen entscheiden die Finanzämter dann im Einzelfall, ob sie die Abgabefrist verlängern oder nicht. 

Die Frist gilt nicht, wenn für die Einkommenssteuerklärung die Hilfe eines Steuerberaters in Anspruch genommen wird. Oder wenn sich der oder die Betroffene von einem Lohnsteuerhilfeverein unterstützen lässt. Für Land- und Forstwirte gelten ebenfalls andere Fristen. 

#steuern #steuererklärung #abgabefrist #tagesschau #nachrichten",270,39269,"steuern","steuererklärung","abgabefrist","tagesschau","nachrichten","","","","","","","","tagesschau",2024-08-31 16:00:33,"Sidecar",35
"Wandern in den Bergen wird immer gefährlicher, warnen Bergführer:innen auch in den deutschen Alpen. Das hat verschiedene Gründe: den Klimawandel etwa – es gibt mehr starke Unwetter, die für Wandernde schnell gefährlich werden können. Und dann ist da noch der Mensch selbst – mehr unerfahrene Tourist:innen wagen den Aufstieg und bringen sich und ihre Retter:innen in Gefahr.

#bergsteigen #alpen #nachrichten #tagesschau",163,29618,"bergsteigen","alpen","nachrichten","tagesschau","","","","","","","","","tagesschau",2024-08-31 20:35:24,"Video",35
"Die Tickets für die Comeback-Tournee der legendären Britpopband Oasis in Großbritannien und Irland sind innerhalb eines Tages ausverkauft. Das wurde am Abend auf den Accounts der Band in den sozialen Netzwerken verkündet. Die Gruppe warnte vor gefälschten und ungültigen Tickets, die auf dem Zweitmarkt angeboten werden. 
 
Der allgemeine Kartenverkauf für die 17 Konzerte war erst am Samstagmorgen angelaufen. Im Anschluss harrten Hunderttausende Fans auf den Verkaufsplattformen teils stundenlang in der Warteschlange aus, ehe sie bei der Ticketauswahl endlich am Zug waren. Kund:innen klagten laut der Nachrichtenagentur AFP aber auch darüber, dass sich die Preise für die Karten am Ende ihrer Wartezeit plötzlich verdoppelt hatten. 

Die lange Zeit zerstrittenen Brüder Liam und Noel Gallagher hatten am Dienstag bekanntgegeben, anderthalb Jahrzehnte nach dem Ende ihrer Zusammenarbeit im nächsten Sommer wieder gemeinsam auf der Bühne stehen zu wollen. Geplant sind 15 Konzerte in Großbritannien sowie zwei in der irischen Hauptstadt Dublin. 
 
Bereits am Freitagabend hatten einige Fans die Chance gehabt, sich Karten zu sichern. Sie konnten sich für einen sogenannten Pre-Sale bewerben und dann mithilfe eines speziellen Codes versuchen, ein Ticket zu ergattern. 

#oasis #reunion #tour #tickets #tagesschau #nachrichten",341,88250,"oasis","reunion","tour","tickets","tagesschau","nachrichten","","","","","","","tagesschau",2024-08-31 21:17:36,"Sidecar",35
"Nach zwei tödlichen Angriffen auf Frauen in Berlin will Bundesfamilienministerin Paus Betroffene von Gewalt besser schützen. Dafür bereite sie ein sogenanntes Gewalthilfegesetz vor, das allen Betroffenen einen Schutzanspruch auf Hilfe einräumen solle, sagte Paus. Das rette Leben. „Das wird auch Geld kosten, damit wir die Bundesländer unterstützen, mehr Prävention und Schutzplätze für Frauen bereitzustellen.“ Davon gebe es zu wenige. 

Hintergrund sind zwei Vorfälle in dieser Woche in Berlin: Am Mittwoch wurde eine 36 Jahre alte Frau erstochen. Bei dem Angreifer soll es sich laut Polizei um den Ex-Mann gehandelt haben. In der Ehe habe es mehrfach Fälle von häuslicher Gewalt gegen die Frau durch den Mann gegeben. Die Polizei geht ersten Erkenntnissen zufolge von einem Femizid aus. Das bedeutet, dass Frauen aufgrund ihres Geschlechts getötet werden – also weil sie Frauen sind. 

Die 28-Jährige wurde am Freitagabend lebensgefährlich verletzt im Hausflur eines Mehrfamilienhauses entdeckt, wie Staatsanwaltschaft und Polizei mitteilten. Reanimationsversuche blieben erfolglos, die Frau starb kurz darauf in einem Krankenhaus. Kurze Zeit später nahmen die Einsatzkräfte einen 45 Jahre alten Tatverdächtigen fest, bei dem es sich um den ehemaligen Lebensgefährten der Frau handelt. Er soll die 28-Jährige mit einem Messer angegriffen und mehrmals zugestochen haben. Auch hier gebe es Anzeichen von häuslicher Gewalt in der Beziehung. 

Paus sagte, jeden zweiten Tag werde in Deutschland eine Frau von ihrem Partner oder Ex-Partner ermordet. Das mache sie „sehr wütend”. 

#femizid #paus #tagesschau #nachrichten",3325,207605,"femizid","paus","tagesschau","nachrichten","","","","","","","","","tagesschau",2024-08-31 14:13:53,"Sidecar",35
"In Italien hat das Mittelmeer in diesem Jahr neue Rekordtemperaturen erreicht. Wegen der Erwärmung des Mittelmeers breiten sich Pflanzen und Tiere aus, die dort ursprünglich nicht lebten.

#mittelmeer #italien #tagesschau #nachrichten #news",154,16312,"mittelmeer","italien","tagesschau","nachrichten","news","","","","","","","","tagesschau",2024-08-31 17:40:28,"Video",35
"Mehr als 1.000 Alphornbläser:innen haben auf einer Wiese in der Schweiz nach Angaben des eidgenössischen Jodlerverbandes einen Weltrekord mit dem größten Alphorn-Ensemble aufgestellt. 

Der Verband wollte einen Rekord aus dem Jahr 2013 brechen, als 508 Bläser:innen auf dem Rohrbergrat bei Zermatt zusammen musizierten. Angedacht waren an die 550 Musizierende, aber es meldeten sich fast doppelt so viele aus dem In- und Ausland an. Bei Sonnenschein und Feststimmung spielten sie auf der Klewenalp im Kanton Nidwalden fünf Minuten lang Chormelodien. 

Das mehr als drei Meter lange Holzinstrument gehört zur Schweizer Kultur wie Käse, Uhren und Schokolade. Es wurde früher von Hirten eingesetzt, um die Kühe von der Weide zum Stall zu rufen, wenn es Zeit zum Melken war. Die Musizierenden verändern die Töne, die aus dem Rohr kommen, durch unterschiedliche Vibration der Lippen. 

Nach Angaben der Veranstalter war auch das Guinness-Buch der Rekorde vertreten, um den Weltrekordversuch zu verifizieren. In dem Buch steht allerdings als größtes Alphorn-Ensemble eines mit 366 Bläser:innen, die 2009 auf dem Gornergrat zusammenspielten. 

#alphorn #schweiz #weltrekord #tagesschau #nachrichten #news",145,69100,"alphorn","schweiz","weltrekord","tagesschau","nachrichten","news","","","","","","","tagesschau",2024-08-31 19:50:11,"Sidecar",35
"Jasmina Bier ist Vizeeuropameisterin im Para Rudern. Schon vor ihrem schweren Fahrradunfall war sie Leistungsruderin. Danach wollte sie ihre Leidenschaft nicht aufgeben. Für die Paralympischen Spiele hat sie sich ganz knapp nicht qualifiziert. 

#parasport #rudern #nachrichten #tagesschau",22,17294,"parasport","rudern","nachrichten","tagesschau","","","","","","","","","tagesschau",2024-09-01 06:31:56,"Video",35
"Die meisten Menschen, die in Deutschland Schutz suchen, stammen aus der Ukraine. Sie sind fast alle infolge des russischen Angriffskriegs nach Deutschland geflüchtet. Nach der Ukraine sind Syrien und Afghanistan die Länder, aus denen die meisten Geflüchteten stammen. Der Großteil der Schutzsuchenden darf in Deutschland bleiben, zumindest befristet. Bei einem Teil steht die Entscheidung noch aus. Lediglich sechs Prozent aller Geflüchteten sollen ausreisen, werden allerdings größtenteils weiterhin in Deutschland geduldet.

Für eine solche Duldung gibt es viele Gründe: Wenn die Menschen Familie in Deutschland haben, dürfen sie oft bleiben. Gleiches gilt, wenn sie noch zur Schule gehen, in einer Ausbildung sind oder arbeiten. Geduldet wird auch, wer aus organisatorischen Gründen nicht abgeschoben werden kann. Das ist zum Beispiel der Fall, wenn eine Person keine Ausweisdokumente hat oder das Herkunftsland sich weigert, sie wieder aufzunehmen.

Weltweit stammen etwas mehr als 6,4 Millionen Geflüchtete aus Afghanistan, dem größten Herkunftsland. Knapp dahinter kommt Syrien mit 6,4 Millionen Geflüchteten.

Zu den größten Aufnahmeländern syrischer und afghanischer Geflüchteter gehören jeweils die Länder mit einer geografischen Nähe. In absoluten Zahlen gesehen gehört Deutschland ebenfalls zu den Ländern, die besonders viele Geflüchtete aus Afghanistan und Syrien aufgenommen haben. So leben in Deutschland laut UNHCR knapp 300.000 Geflüchtete und Asylbewerber aus Afghanistan und 778.000 aus Syrien.

Aufgrund einer besseren Vergleichbarkeit werden die Zahlen des UN-Flüchtlingshilfswerks UNHCR für die Zahl der Geflüchteten und Asylsuchenden aus Syrien und Afghanistan mit dem Stand 2023 herangezogen.

#abschiebung #asyl #flucht #nachrichten #tagesschau",1426,39827,"abschiebung","asyl","flucht","nachrichten","tagesschau","","","","","","","","tagesschau",2024-08-30 15:19:07,"Sidecar",35
"Erstmals seit der Machtübernahme der Taliban vor drei Jahren ist ein Abschiebeflug von Deutschland nach Afghanistan gestartet. Das sächsische Innenministerium teilte mit, die Maschine sei am Freitagmorgen vom Flughafen Leipzig/Halle abgehoben. Zuvor hatte der Spiegel berichtet. 
 
Dass es der erste Abschiebeflug nach Afghanistan seit der Machtübernahme der Taliban ist, wurde der Deutschen Presse-Agentur aus Behördenkreisen bestätigt. Der dpa wurden zudem Spiegel-Informationen bestätigt, wonach um 6:56 Uhr ein Charterjet von Qatar Airways von Leipzig aus in Richtung Kabul startete. In der Boeing 787 sitzen demnach 28 afghanische Straftäter:innen, die aus verschiedenen Bundesländern nach Leipzig gebracht worden sind. Organisiert worden sei die Aktion federführend vom Bundesinnenministerium.

Deutschland unterhält zu den Taliban-Machthabern in Kabul keine diplomatischen Beziehungen. Nach dem tödlichen Messerangriff von Mannheim Ende Mai hatte Kanzler Olaf Scholz (SPD) angekündigt, die Abschiebung von Schwerstkriminellen und terroristischen Gefährder:innen nach Afghanistan und auch Syrien wieder zu ermöglichen.

Das sind Menschen, denen die Sicherheitsbehörden schwerste politisch motivierte Straftaten bis hin zum Terroranschlag zutrauen. Verurteilte Straftäter:innen sollen nach früheren Angaben vor einer möglichen Abschiebung einen Großteil ihrer Strafe hierzulande abgesessen haben.

#abschiebung #afghanistan #nachrichten #tagesschau",7110,186907,"abschiebung","afghanistan","nachrichten","tagesschau","","","","","","","","","tagesschau",2024-08-30 06:56:48,"Sidecar",35
